2420,335,60,
2423,335,60,
2426,335,60,
2428,335,60,
2432,334,60,
2435,335,60,
2437,335,60,
2440,335,60,
2443,335,60,
2445,336,60,
2448,337,60,
2451,337,60,
2453,337,-60,
2456,338,-60,
2459,338,-60,
2462,338,-60,
2465,338,-60,
2467,337,-60,
2470,337,-60,
2473,337,-60,
2477,336,-60,
2480,336,-60,
2483,335,-60,
2485,335,-60,
2488,335,60,
2491,335,60,
2494,335,60,
2496,335,60,
2499,335,60,
2501,335,60,
2504,335,60,
2507,335,60,
2509,335,60,
2512,335,60,
2515,335,60,
2518,336,60,
2521,337,60,
2524,337,60,
2526,337,60,
2529,338,60,
2532,338,-60,
2535,339,-60,
2537,339,-60,
2540,339,-60,
2543,339,-60,
2546,338,-60,
2549,338,-60,
2551,338,-60,
2554,337,-60,
2557,336,-60,
2561,336,-60,
2564,335,-60,
2567,334,-60,
2569,335,-60,
2572,335,-60,
2575,335,-60,
2578,335,60,
2581,335,60,
2583,335,60,
2586,335,60,
2588,335,60,
2591,335,60,
2594,335,60,
2596,335,60,
2599,335,60,
2603,335,60,
2606,334,-60,
2608,335,-60,
2611,335,-60,
2614,335,-60,
2617,335,-60,
2620,335,-60,
2622,335,-60,
2625,335,-60,
2628,335,-60,
2631,334,-60,
2634,335,-60,
2636,335,-60,
2639,334,-60,
2642,335,-60,
2646,334,-60,
2649,334,60,
2651,333,60,
2654,333,60,
2657,333,60,
2659,333,60,
2662,334,60,
2665,334,60,
2667,334,60,
2670,335,60,
2673,335,60,
2675,335,60,
2678,335,60,
2681,335,60,
2683,335,60,
2686,334,60,
2690,335,-60,
2692,335,-60,
2695,335,-60,
2698,336,-60,
2701,335,-60,
2704,336,-60,
2707,335,-60,
2709,335,-60,
2712,334,-60,
2715,334,-60,
2718,334,-60,
2721,334,-60,
2723,334,-60,
2726,334,-60,
2729,335,-60,
2733,334,60,
2736,334,60,
2738,333,60,
2741,333,60,
2744,333,60,
2746,334,60,
2749,334,60,
2752,335,60,
2754,335,60,
2757,335,60,
2760,335,60,
2762,336,60,
2765,335,60,
2767,335,60,
2770,335,60,
2774,335,60,
2776,335,60,
2779,336,60,
2782,337,-60,
2785,337,-60,
2787,337,-60,
2790,336,-60,
2793,337,-60,
2796,336,-60,
2799,336,-60,
2802,335,-60,
2804,335,-60,
2807,335,-60,
2810,334,-60,
2813,334,-60,
2817,335,-60,
2820,335,60,
2822,335,60,
2825,335,60,
2827,335,60,
2830,335,60,
2833,335,60,
2835,335,60,
2838,335,60,
2841,335,60,
2843,335,60,
2846,335,60,
2849,335,60,
2851,335,60,
2854,336,60,
2857,336,60,
2860,337,60,
2863,337,-60,
2866,337,-60,
2869,338,-60,
2871,338,-60,
2874,338,-60,
2877,337,-60,
2880,336,-60,
2883,336,-60,
2886,336,-60,
2888,335,-60,
2891,335,-60,
2894,335,-60,
2897,334,-60,
2900,334,60,
2903,334,60,
2906,335,60,
2909,335,60,
2911,335,60,
2914,335,60,
2917,335,60,
2919,335,60,
2922,335,60,
2925,335,60,
2927,335,60,
2930,335,60,
2933,336,60,
2935,336,60,
2938,337,60,
2941,337,-60,
2944,338,-60,
2947,338,-60,
2950,338,-60,
2953,338,-60,
2956,337,-60,
2958,337,-60,
2961,337,-60,
2964,336,-60,
2967,335,-60,
2970,335,-60,
2973,335,-60,
2975,334,-60,
2978,334,-60,
2981,334,-60,
2984,334,60,
2987,335,60,
2990,335,60,
2993,335,60,
2995,335,60,
2998,335,60,
